,Combined Description Cleaned,Assignment group
8363,unable to login collaboration platform,GRP_0
8364,need to know if is able send via received from please could someone check we have this possibility out tool mail functionality works in the past and its very important for our finance department let me why been stopped,GRP_26
8365,unlock account in cell phone the user id hello team could you please,GRP_0
8366,blank call loud noise,GRP_0
8367,account locked,GRP_0
8368,update of ae to and hand a current manager does this need change in mason mason,GRP_9
8369,update of ae to and hand my please confirm change current manager c does this need a in,GRP_9
8370,update of ae to and hand l manager so i believe this user id does not need career please confirm change current c a in,GRP_9
8371,request to reset password for from on behalf of company sent august to subject amar importance high the following user in your organization a be their account first name last consider this validate is authentic before if you have determined that valid request use portal office azure user want let own check out how can enable with just few sincerely message was sent from an unmonitored address please do not reply message,GRP_0
8372,not able to open phone a problem with access attached the issue please contract resolve,GRP_0
8373,locked out on the application,GRP_7
8374,insert option not working in excel excel,GRP_3
8375,locked,GRP_0
8376,cannot access to network drive,GRP_0
8377,please turn off eligibility for ethics user,GRP_23
